   180
     1   -1.105049794910778E+01    2.725489424767600E-03
     2   -4.234541778554654E-01    3.280757598755921E-01
     3   -8.330493576744316E-01    1.320734142661191E+00
     4   -1.087661811915549E+01   -1.654468186851131E-01
     5   -6.329686685543264E-01   -5.206882831428510E-02
     6   -4.095382367817621E-01    1.333678450000000E-08
     7   -5.684319899767125E+00    5.027004515183624E+00
     8   -6.332603669750447E+00   -3.017586888737935E-01
     9   -4.401661715177401E-01    2.690340012601025E-01
    10   -9.781504356163331E-01    1.465581080098257E-01
    11   -7.772199946395420E+00   -4.750136425340605E+00
    12   -4.154661283488176E+00   -2.786132798733809E-01
    13   -7.268702161818755E-01    2.983904754199625E-01
    14   -6.177008656140686E-01   -3.500894475814082E-01
    15   -7.976732608878888E+00    4.687241324568268E+00
    16   -3.863498594006462E+00   -3.390063841185576E-01
    17   -7.290664665006088E-01   -1.226955360665721E-01
    18   -7.035764057926188E-01   -4.768123266640674E-01
    19   -7.801355264304195E+00    4.760814816475661E+00
    20   -4.021699871205263E+00    2.284326604768003E-01
    21   -7.729992732864039E-01    2.341036232297249E-01
    22   -9.590001515218934E-01   -3.905464351125865E-01
    23   -9.154338626670638E+00    3.984774972367680E+00
    24   -2.601878217634287E+00   -2.434964905024063E-01
    25   -8.741593177525593E-01    2.081799106434353E-01
    26   -3.802924690912967E-01   -6.410348462580349E-01
    27   -1.018071375228976E+01   -2.814409645122911E+00
    28   -1.517538579716163E+00   -1.317931250828005E-01
    29   -5.631431164111691E-01    8.080000686649960E-02
    30   -2.091134724039113E+00    3.698665492084797E+00
    31   -9.504710252904420E+00    4.357149767673227E-01
    32   -7.548856953663755E-01   -8.460033156956960E-02
    33   -5.570404669901535E-01   -2.123326408745554E-01
    34   -1.053388824106796E+01   -2.263721154139086E+00
    35   -1.041390179441517E+00    6.967074021971190E-02
    36   -6.472489169964264E-01    1.347371616838690E-01
    37   -4.333970202377049E+00   -5.001053137754123E+00
    38   -7.322083174547869E+00   -1.897007771271083E-01
    39   -5.590561613643031E-01   -1.459767553402723E-01
    40   -7.812187175821490E-01   -3.967830762246521E-01
    41   -1.011595648583349E+01   -2.963725677437903E+00
    42   -1.490855633703908E+00    7.068336869353550E-02
    43   -6.945088954422171E-01    5.029329395663530E-02
    44   -1.013046930794717E+01   -2.968299149046023E+00
    45   -1.469960051645844E+00   -7.938675738012300E-03
    46   -5.526956162156599E-01    5.292911660741760E-01
    47   -1.083194736209033E+01    1.375130428723865E+00
    48   -1.170319654351175E+00   -2.863301202726822E-01
    49   -7.529184785340061E-01   -4.939479436339550E-02
    50   -1.622529819746308E+00   -2.592548047560701E+00
    51   -1.019629064186447E+01   -1.199392552449789E+00
    52   -8.357001640508400E-01   -1.469219018938310E-01
    53   -5.542187411295276E-01   -8.467116417645471E-02
    54   -4.612266985670463E-01    9.843361107097445E-01
    55   -1.034300860941105E+01   -2.411752523409664E+00
    56   -1.600243180910112E+00    9.399735123081100E-02
    57   -2.576242393566198E-01    1.786232174716275E-01
    58   -1.019666892170290E+00   -2.667985947741720E-01
    59   -1.029098490032639E+01    2.742917386795204E+00
    60   -1.043635468923254E+00    1.261853635288076E-01
    61   -9.564877370203478E-01    1.073088412002220E-02
    62   -3.719401103087178E+00   -4.491160515826558E+00
    63   -8.298575174835136E+00   -1.999007057505000E-03
    64   -4.106315277988546E-01    1.224952981566083E-01
    65   -1.030661089971764E+00    1.481654586755087E+00
    66   -1.082722630040355E+01   -2.059828546671323E-01
    67   -8.176727469078432E-01    3.343966746901960E-02
    68   -6.977363565638353E-01   -5.677859650968200E-02
