&PROBLEM  NEW_PROBLEM = .TRUE. 
TITLE = ' Spatial PRS Mechanism 12 Position Synthesis with 18120 Roots and 247968 path tracking.'

TRACKTOL = 1.D-04
FINALTOL = 1.D-12
SINGTOL = 0.0
SSPAR(5) = 1.D+00
NUMRR = 1
N = 12

NUM_TERMS(1) = 202
    DEG(1,1,1) = 0
    DEG(1,1,2) = 0
    DEG(1,1,3) = 0
    DEG(1,1,4) = 0
    DEG(1,1,5) = 0
    DEG(1,1,6) = 0
    DEG(1,1,7) = 0
    DEG(1,1,8) = 0
    DEG(1,1,9) = 0
    DEG(1,1,10) = 0
    DEG(1,1,11) = 0
    DEG(1,1,12) = 0
  COEF(1,1) = (0.8445837082113041, 0)
    DEG(1,2,1) = 1
    DEG(1,2,2) = 0
    DEG(1,2,3) = 0
    DEG(1,2,4) = 1
    DEG(1,2,5) = 0
    DEG(1,2,6) = 0
    DEG(1,2,7) = 0
    DEG(1,2,8) = 0
    DEG(1,2,9) = 0
    DEG(1,2,10) = 0
    DEG(1,2,11) = 0
    DEG(1,2,12) = 0
  COEF(1,2) = (0.7131134698032066, 0)
    DEG(1,3,1) = 0
    DEG(1,3,2) = 1
    DEG(1,3,3) = 0
    DEG(1,3,4) = 1
    DEG(1,3,5) = 0
    DEG(1,3,6) = 0
    DEG(1,3,7) = 0
    DEG(1,3,8) = 0
    DEG(1,3,9) = 0
    DEG(1,3,10) = 0
    DEG(1,3,11) = 0
    DEG(1,3,12) = 0
  COEF(1,3) = (-1.0411753365020109, 0)
    DEG(1,4,1) = 0
    DEG(1,4,2) = 0
    DEG(1,4,3) = 1
    DEG(1,4,4) = 1
    DEG(1,4,5) = 0
    DEG(1,4,6) = 0
    DEG(1,4,7) = 0
    DEG(1,4,8) = 0
    DEG(1,4,9) = 0
    DEG(1,4,10) = 0
    DEG(1,4,11) = 0
    DEG(1,4,12) = 0
  COEF(1,4) = (1.2453933678493359, 0)
    DEG(1,5,1) = 0
    DEG(1,5,2) = 0
    DEG(1,5,3) = 0
    DEG(1,5,4) = 2
    DEG(1,5,5) = 0
    DEG(1,5,6) = 0
    DEG(1,5,7) = 0
    DEG(1,5,8) = 0
    DEG(1,5,9) = 0
    DEG(1,5,10) = 0
    DEG(1,5,11) = 0
    DEG(1,5,12) = 0
  COEF(1,5) = (-0.3565567349016033, 0)
    DEG(1,6,1) = 1
    DEG(1,6,2) = 0
    DEG(1,6,3) = 0
    DEG(1,6,4) = 0
    DEG(1,6,5) = 1
    DEG(1,6,6) = 0
    DEG(1,6,7) = 0
    DEG(1,6,8) = 0
    DEG(1,6,9) = 0
    DEG(1,6,10) = 0
    DEG(1,6,11) = 0
    DEG(1,6,12) = 0
  COEF(1,6) = (-1.0411753365020109, 0)
    DEG(1,7,1) = 0
    DEG(1,7,2) = 1
    DEG(1,7,3) = 0
    DEG(1,7,4) = 0
    DEG(1,7,5) = 1
